BBSab,BBSb,WFBS1,WFBS2,WFBS3,WFBS4,WFBS5,WFBS6,WFBS7,WFBS8,WFBS9,WFBS10,WFBS11,WFBS12,WFBS13,WFBS14,WFBS15,WFBS16,WFBS17,WFBS18,WFBS19,WFBS20,WFBS21,WFBS22,WFBS23,WFBS24,WFBS25,WFBS26,WFBS27,WFBS28,WFBS29,WFBS30,WFBS31,WFBS32,WFBS33,WFBS34,WFBS35,WFBS36,WFBS37,WFBS38,WFBS39,WFBS40,WFBS41,WFBS42,WFBS43,WFBS44,WFBS45,WFBS46,WFBS47,WFBS48,WFBS49,WFBS50,WFBS51,WFBS52,WFBS53,WFBS54,WFBS55,WFBS56,WFBS57,WFBS58,WFBS59,WFBS60,WFBS61,WFBS62,WFBS63,WFBS64,WFBS65,WFBS66,WFBS67,WFBS68,WFBS69,WFBS70,WFBS71,WFBS72,WFBS73,WFBS74,WFBS75,WFBS76,WFBS77
687,67,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,67,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,67,Q020101,N040202,N050202,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,67,Q020101,N060202,P010104,P020104,P030104,P040104,P070104,P090104,P010204,P020204,P030204,P040204,P070204,P090204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,67,Q020101,N070302,P010104,P020104,P030104,P050104,P090104,P00104,P010204,P020204,P030204,P050204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,67,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147,67,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,67,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,67,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,18,M0101NA,M0101NA,M0101NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,18,M0103NA,M0103NA,M0103NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,18,M0104NA,M0104NA,M0104NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,18,M0105NA,M0105NA,M0105NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,18,M0106NA,M0106NA,M0106NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,18,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,18,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,18,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,
198,18,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,18,Q020101,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,N0402NA,N0502NA,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,N0402NA,N0502NA,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,
1118,18,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,18,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P010201,P020201,P030201,P050201,P090201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P010202,P020202,P030202,P050202,P090202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P0102NA,P0202NA,P0302NA,P0502NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,18,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,18,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,18,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,18,M0108NA,M0108NA,M0108NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,28,M0201NA,M0201NA,M0201NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,28,M0203NA,M0203NA,M0203NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,28,M0204NA,M0204NA,M0204NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,28,M0205NA,M0205NA,M0205NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,28,M0206NA,M0206NA,M0206NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,28,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,28,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,28,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,
298,28,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,28,Q020101,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,N0402NA,N0502NA,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,N0402NA,N0502NA,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,
2118,28,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,28,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P010201,P020201,P030201,P050201,P090201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P010202,P020202,P030202,P050202,P090202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P0102NA,P0202NA,P0302NA,P0502NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,28,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,28,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,28,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,28,M0208NA,M0208NA,M0208NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,38,M0401NA,M0401NA,M0401NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,38,M0403NA,M0403NA,M0403NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,38,M0404NA,M0404NA,M0404NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,38,M0405NA,M0405NA,M0405NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,38,M0406NA,M0406NA,M0406NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,38,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,38,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,38,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,
398,38,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,38,Q020101,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,N0402NA,N0502NA,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,N0402NA,N0502NA,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,
3118,38,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,38,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P00101,P010201,P020201,P030201,P050201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P00102,P010202,P020202,P030202,P050202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P001NA,P0102NA,P0202NA,P0302NA,P0502NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,38,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,38,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,38,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,38,M0408NA,M0408NA,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,48,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,48,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,48,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,48,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,48,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,48,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,48,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,48,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,
498,48,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,48,Q020101,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,N0402NA,N0502NA,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,N0402NA,N0502NA,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,
4118,48,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,48,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P00101,P010201,P020201,P030201,P050201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P00102,P010202,P020202,P030202,P050202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P001NA,P0102NA,P0202NA,P0302NA,P0502NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,48,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,48,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,48,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,48,M0408NA,M0408NA,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,58,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,58,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,58,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,58,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,58,Q070201,Q070201,Q070201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,58,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,68,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,68,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
